timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,gt_velocity_savgol,lstm_filtered_velocity,traditional_filtered_velocity
5453,575,580,-0.0006,190,-0.008665380504611284,-0.003170000000000002,-0.003764864864864865
5455,577,580,0.0062,189,-0.00860145743085871,-0.0045800000000000025,-0.004335135135135135
5457,577,581,0.0098,189,-0.009589559127956808,-0.005640000000000002,-0.004905405405405405
5459,576,581,0.0064,189,-0.010309340781732743,-0.006680000000000003,-0.005475675675675676
5462,577,581,0.0098,189,-0.01068754576533387,-0.007720000000000002,-0.006040540540540541
5464,577,581,0.0098,189,-0.01068754576533387,-0.00876,-0.006516216216216217
5466,577,582,0.0134,189,-0.010309340781732743,-0.010140000000000001,-0.006991891891891893
5468,577,581,0.0098,189,-0.009589559127956808,-0.010840000000000002,-0.007375675675675676
5470,577,581,0.0098,189,-0.00860145743085871,-0.010830000000000003,-0.007759459459459461
5473,578,581,0.0132,188,-0.00745492063071742,-0.011510000000000003,-0.008143243243243245
5475,578,581,0.0132,188,-0.006296461981238225,-0.012190000000000003,-0.00852702702702703
5477,578,581,0.0132,188,-0.005309223049552739,-0.012530000000000003,-0.008908108108108112
5479,578,580,0.0097,188,-0.005923433590112765,-0.012510000000000002,-0.009289189189189194
5481,578,581,0.0132,188,-0.006311913325445902,-0.01285,-0.009575675675675679
5483,579,581,0.0166,188,-0.004665796134792918,-0.013190000000000002,-0.009854054054054057
5485,578,581,0.0132,188,-0.0036807141166389614,-0.013190000000000002,-0.010132432432432436
5487,578,581,0.0132,188,-0.0015478011502247956,-0.01285,-0.010410810810810814
5489,578,581,0.0132,188,0.0012567746899073845,-0.01285,-0.010594594594594596
5491,578,581,0.0132,188,0.004275159485928547,-0.01286,-0.010686486486486487
5493,578,581,0.0132,188,0.007067813476722823,-0.012519999999999998,-0.010778378378378379
5495,577,581,0.0098,188,0.008003051183993637,-0.011839999999999998,-0.01077837837837838
5497,578,581,0.0132,188,0.008761539631508095,-0.011489999999999997,-0.010772972972972977
5500,577,581,0.0098,188,0.00985011428256576,-0.011489999999999997,-0.010586486486486489
